incident_id,latitude,longitude,hour_of_day
773284575,38.98806,-76.94472,3
812132853,38.98806,-76.94472,3
796806513,38.98806,-76.94472,3
762457417,38.98806,-76.94472,4
762881475,38.98806,-76.94472,4
759713918,38.98806,-76.94472,4
711837301,38.98806,-76.94472,5
722432725,38.98806,-76.94472,7
727547236,38.98806,-76.94472,7
48806780,38.98724,-76.94472,8
48806810,38.98806,-76.94472,8
48806860,38.98806,-76.94472,8
48806958,38.98806,-76.94472,8
48809345,38.98806,-76.94472,8
48809352,38.98806,-76.94472,8
755520308,38.98806,-76.94472,9
756113090,38.98806,-76.94472,9
734707817,38.98806,-76.94472,9
761994368,38.98806,-76.94472,9
768801458,38.98806,-76.94472,9
770942650,38.98806,-76.94472,9
770018669,38.98806,-76.94472,9
360184297,38.98806,-76.94472,9
47080238,38.98806,-76.94472,9
750865778,38.98806,-76.94472,22
763566952,38.98806,-76.94472,22
766371778,38.98806,-76.94472,22
48802956,38.98806,-76.94472,23
48802957,38.98806,-76.94472,23
48802958,38.98806,-76.94472,23
48802959,38.98806,-76.94472,23
48802961,38.98806,-76.94472,23
48802962,38.98806,-76.94472,23
48802963,38.98806,-76.94472,23
48802965,38.98806,-76.94472,23
105102489,38.9818,-76.9447,0
115158161,38.9818,-76.9447,0
117800519,38.9824,-76.9447,0
127830110,38.9824,-76.9447,0
129228246,38.9827,-76.9447,0
130021663,38.9827,-76.9447,0
135808915,38.9828,-76.9447,0
137197252,38.9882,-76.9447,0
140001830,38.9882,-76.9447,0
141585862,38.9818,-76.9447,1
61293102,38.9818,-76.9447,1
79147296,38.986,-76.9447,1
79667394,38.9882,-76.9447,1
89828488,38.9882,-76.9447,1
757969288,38.9872,-76.9447,2
759446053,38.9882,-76.9447,2
760622570,38.9882,-76.9447,2
819931365,38.9826,-76.9447,3
782284739,38.9882,-76.9447,3
119426583,38.9882,-76.9447,3
760768321,38.986,-76.9447,4
771942085,38.9873,-76.9447,4
712612020,38.986,-76.9447,5
802403033,38.9824,-76.9447,6
807339216,38.986,-76.9447,6
822671310,38.9882,-76.9447,6
754724322,38.9872,-76.9447,7
731158811,38.9882,-76.9447,7
53952818,38.9824,-76.9447,8
67120672,38.986,-76.9447,8
102781263,38.986,-76.9447,8
104599262,38.9882,-76.9447,8
106551853,38.9882,-76.9447,8
48987515,38.9818,-76.9447,9
557290364,38.9824,-76.9447,9
673710769,38.9827,-76.9447,9
722432724,38.9828,-76.9447,9
727919945,38.986,-76.9447,9
823464266,38.9873,-76.9447,9
801484677,38.9882,-76.9447,9
790824892,38.9882,-76.9447,9
772024150,38.9882,-76.9447,9
802596649,38.9882,-76.9447,9
816431545,38.9882,-76.9447,9
802403027,38.9882,-76.9447,9
107506361,38.9882,-76.9447,9
766969642,38.9818,-76.9447,22
312330737,38.9835,-76.9447,22
737542825,38.986,-76.9447,22
800015639,38.9882,-76.9447,22
48802967,38.9828,-76.9447,23
48802968,38.986,-76.9447,23
48802969,38.986,-76.9447,23
48802970,38.9882,-76.9447,23
48802971,38.9882,-76.9447,23
48802972,38.9882,-76.9447,23
48802973,38.9882,-76.9447,23
48802974,38.9882,-76.9447,23
140001834,38.98817,-76.94469,0
148419016,38.98817,-76.94469,0
148476708,38.98817,-76.94469,0
91980611,38.98817,-76.94469,1
61336991,38.98817,-76.94469,3
735918113,38.98817,-76.94469,7
110906610,38.98817,-76.94469,8
144607474,38.98817,-76.94469,9
79229780,38.98817,-76.94469,9
115265233,38.98817,-76.94469,9
83516781,38.98817,-76.94469,9
83620492,38.98817,-76.94469,9
800015640,38.98817,-76.94469,22
790145297,38.98817,-76.94469,22
149941028,38.9881854,-76.9446812,0
153732334,38.9881854,-76.9446812,0
158504603,38.9881854,-76.9446812,0
172193570,38.9881854,-76.9446812,0
61293169,38.9881854,-76.9446812,0
48809817,38.9881854,-76.9446812,1
48809840,38.9881854,-76.9446812,1
48809919,38.9881854,-76.9446812,1
48809923,38.9881854,-76.9446812,1
694382106,38.9881854,-76.9446812,6
713498725,38.9881854,-76.9446812,6
116287503,38.9881854,-76.9446812,8
125551707,38.9881854,-76.9446812,8
127599077,38.9881854,-76.9446812,8
132675186,38.9881854,-76.9446812,8
172193567,38.9881854,-76.9446812,8
61293095,38.9881854,-76.9446812,8
61293259,38.9881854,-76.9446812,8
11280127,38.9881854,-76.9446812,9
17596848,38.9881854,-76.9446812,9
31316895,38.9881854,-76.9446812,9
10017573,38.9881854,-76.9446812,9
134494233,38.9881854,-76.9446812,9
790517769,38.9881854,-76.9446812,22
796902238,38.9881854,-76.9446812,22
814093615,38.9881854,-76.9446812,22
819850702,38.9881854,-76.9446812,22
820346849,38.9881854,-76.9446812,22
772121448,38.9881854,-76.9446812,22
48802975,38.9881854,-76.9446812,23
48802976,38.9881854,-76.9446812,23
48802977,38.9881854,-76.9446812,23
48802979,38.9881854,-76.9446812,23
48802980,38.9881854,-76.9446812,23
61293199,38.98816055,-76.94467956,0
61293233,38.98816055,-76.94467956,0
61293343,38.98816055,-76.94467956,0
63790974,38.98816055,-76.94467956,0
63790978,38.98816055,-76.94467956,0
48809926,38.98816055,-76.94467956,1
6636617,38.98816055,-76.94467956,1
100339771,38.98816055,-76.94467956,1
107761580,38.98816055,-76.94467956,1
762610620,38.98816055,-76.94467956,2
90330183,38.98816055,-76.94467956,3
120517064,38.98816055,-76.94467956,3
79625313,38.98816055,-76.94467956,3
80087620,38.98816055,-76.94467956,3
80087615,38.98816055,-76.94467956,3
766577717,38.98816055,-76.94467956,4
765277924,38.98816055,-76.94467956,4
714050353,38.98816055,-76.94467956,6
717311508,38.98816055,-76.94467956,6
739391741,38.98816055,-76.94467956,7
739584933,38.98816055,-76.94467956,7
754724338,38.98816055,-76.94467956,7
68893918,38.98816055,-76.94467956,8
79323162,38.98816055,-76.94467956,8
83383587,38.98816055,-76.94467956,9
92788985,38.98816055,-76.94467956,9
102186581,38.98816055,-76.94467956,9
103102028,38.98816055,-76.94467956,9
109610976,38.98816055,-76.94467956,9
53952843,38.98816055,-76.94467956,9
72250939,38.98816055,-76.94467956,9
73366324,38.98816055,-76.94467956,9
820674511,38.98816055,-76.94467956,22
772024149,38.98816055,-76.94467956,22
772121450,38.98816055,-76.94467956,22
48802981,38.98816055,-76.94467956,23
