latitude,longitude,hour_of_day
38.98225113,-76.94005638,19
38.9822549,-76.9422054,9
38.9822549,-76.9422054,9
38.9822549,-76.9422054,9
38.9822549,-76.9422054,10
38.9822549,-76.9422054,13
38.9822549,-76.9422054,17
38.9822549,-76.9422054,18
38.9822549,-76.9422054,18
38.9822549,-76.9422054,18
38.9823,-76.9401,17
38.9823,-76.9401,17
38.9823,-76.9401,17
38.9823,-76.9378,18
38.9823299,-76.936088,9
38.98238291,-76.93887027,16
38.98238291,-76.93887027,17
38.9824,-76.9447,9
38.9824,-76.9447,14
38.9824,-76.9447,15
38.9824,-76.9447,18
38.9824,-76.9447,18
38.9824,-76.9401,9
38.9824,-76.9401,9
38.9824,-76.9401,10
38.9824,-76.9401,12
38.9824,-76.9401,12
38.9824,-76.9401,12
38.9824,-76.9389,10
38.9824,-76.9389,13
38.9824,-76.9389,17
38.9824,-76.9389,17
38.9824,-76.9323,17
38.98248,-76.94077,10
38.98248,-76.94077,10
38.98248,-76.94077,12
38.98248,-76.94077,13
38.98248,-76.94077,20
38.9825,-76.9408,9
38.9825,-76.9408,10
38.9825,-76.9408,13
38.9825,-76.9408,17
38.9825,-76.9356,12
38.9825,-76.9356,12
38.9825,-76.9356,19
38.98251898,-76.94083223,16
38.98251898,-76.94083223,18
38.98251898,-76.94083223,18
38.98251898,-76.94083223,20
38.9825213,-76.93559566,9
38.9825213,-76.93559566,11
38.9825213,-76.93559566,14
38.9825213,-76.93559566,14
38.9825213,-76.93559566,15
38.9825213,-76.93559566,17
38.9825213,-76.93559566,18
38.9825799,-76.93229462,16
38.98258,-76.93225,13
38.98259834,-76.94181137,20
38.9826,-76.9447,10
38.9826,-76.9447,12
38.9826,-76.9429,18
38.9826,-76.9418,11
38.9826,-76.9408,15
38.9826,-76.9408,19
38.9826,-76.9408,19
38.9826,-76.9343,20
38.9826,-76.933,11
38.9826,-76.933,12
38.9826,-76.933,18
38.9826,-76.9329,13
38.9826,-76.9329,16
38.9826,-76.9329,17
38.9826,-76.9329,18
38.9826,-76.9329,20
38.9826,-76.9323,13
38.9826,-76.9323,18
38.98261,-76.94179,11
38.98261,-76.94179,13
38.98264712,-76.93289471,14
38.98264712,-76.93289471,19
38.98266297,-76.94293991,9
38.98266297,-76.94293991,10
38.98266297,-76.94293991,16
38.98266297,-76.94293991,16
38.98266297,-76.94293991,16
38.98266297,-76.94293991,16
38.98266297,-76.94293991,16
38.98266297,-76.94293991,17
38.98266297,-76.94293991,17
38.98266297,-76.94293991,17
38.98266297,-76.94293991,17
38.98266297,-76.94293991,17
38.98266297,-76.94293991,17
38.98266297,-76.94293991,18
38.98266297,-76.94293991,20
38.98266297,-76.94293991,20
38.98266855,-76.93547598,9
38.98266855,-76.93547598,16
38.98269,-76.93252,18
38.98269902,-76.93260368,9
38.98269902,-76.93260368,11
38.98269902,-76.93260368,17
38.9827,-76.9447,9
38.9827,-76.9447,16
38.9827,-76.9447,17
38.9827,-76.9447,18
38.9827,-76.9447,20
38.9827,-76.9429,9
38.9827,-76.9429,9
38.9827,-76.9429,12
38.9827,-76.9429,15
38.9827,-76.9429,15
38.9827,-76.9429,16
38.9827,-76.9429,17
38.9827,-76.9429,17
38.9827,-76.9429,17
38.9827,-76.9429,18
38.9827,-76.9429,19
38.9827,-76.9429,20
38.9827,-76.9418,14
38.9827,-76.9355,10
38.9827,-76.9355,13
38.9827,-76.9326,9
38.9827,-76.9326,9
38.9827,-76.9326,19
38.9827,-76.9321,10
38.9827,-76.9321,15
38.9827,-76.9321,15
38.9827,-76.9321,19
38.9827,-76.9321,19
38.98271,-76.93201,14
38.98271,-76.93201,16
38.98271,-76.93201,19
38.98272274,-76.93208512,15
38.98272274,-76.93208512,17
38.98273,-76.94286,10
38.98273,-76.94286,13
38.98273,-76.94286,14
38.98273,-76.94286,17
38.98274,-76.94446,13
38.98274,-76.94446,14
38.98274,-76.94446,19
38.98275052,-76.94466703,10
38.98275052,-76.94466703,12
38.98275052,-76.94466703,12
38.98275052,-76.94466703,12
38.98275052,-76.94466703,12
38.98275052,-76.94466703,13
38.98275052,-76.94466703,15
38.98275052,-76.94466703,15
38.98275052,-76.94466703,20
38.98275052,-76.94466703,20
38.98276585,-76.93330092,18
38.98276585,-76.93330092,20
38.9827824,-76.9429706,16
38.9828,-76.9447,9
38.9828,-76.9447,11
38.9828,-76.9447,14
38.9828,-76.9447,16
38.9828,-76.9447,17
38.9828,-76.9447,17
38.9828,-76.9325,11
38.9828,-76.9325,20
38.98286726,-76.94321676,17
38.9829,-76.9423,12
38.9829,-76.9423,12
38.9829,-76.9423,12
38.9829,-76.9423,12
38.9829,-76.9423,14
38.9829,-76.9423,15
38.9829,-76.9423,17
38.9829,-76.9423,20
38.9829,-76.9423,20
38.9829,-76.9417,11
38.9829,-76.9417,12
38.9829,-76.9417,18
38.9829,-76.9416,20
38.9829,-76.9376,9
38.9829,-76.9376,9
38.9829,-76.9376,9
38.9829,-76.9376,9
38.9829,-76.9376,10
38.9829,-76.9376,10
38.9829,-76.9376,10
38.9829,-76.9376,10
38.9829,-76.9376,10
38.9829,-76.9376,10
38.9829,-76.9376,10
38.9829,-76.9376,11
38.9829,-76.9376,12
38.9829,-76.9376,12
38.9829,-76.9376,12
38.9829,-76.9376,12
38.9829,-76.9376,12
38.9829,-76.9376,12
38.9829,-76.9376,12
38.9829,-76.9376,12
38.9829,-76.9376,13
38.9829,-76.9376,13
38.9829,-76.9376,13
38.9829,-76.9376,14
38.9829,-76.9376,14
38.9829,-76.9376,14
38.9829,-76.9376,15
38.9829,-76.9376,15
38.9829,-76.9376,15
38.9829,-76.9376,15
38.9829,-76.9376,15
38.9829,-76.9376,16
38.9829,-76.9376,16
38.9829,-76.9376,16
38.9829,-76.9376,16
38.9829,-76.9376,16
38.9829,-76.9376,16
38.9829,-76.9376,16
38.9829,-76.9376,16
38.9829,-76.9376,17
38.9829,-76.9376,17
38.9829,-76.9376,18
38.9829,-76.9376,18
38.9829,-76.9376,18
38.9829,-76.9376,18
38.9829,-76.9376,19
38.9829,-76.9376,19
38.9829,-76.9376,19
38.9829,-76.9376,19
38.9829,-76.9376,19
38.9829,-76.9376,19
38.9829,-76.9376,20
38.9829,-76.9371,9
38.9829,-76.9371,9
38.9829,-76.9371,10
38.9829,-76.9371,11
38.9829,-76.9371,11
38.9829,-76.9371,11
38.9829,-76.9371,11
38.9829,-76.9371,12
38.9829,-76.9371,12
38.9829,-76.9371,12
38.9829,-76.9371,12
38.9829,-76.9371,13
38.9829,-76.9371,13
38.9829,-76.9371,14
38.9829,-76.9371,14
38.9829,-76.9371,14
38.9829,-76.9371,14
38.9829,-76.9371,15
38.9829,-76.9371,15
38.9829,-76.9371,15
38.9829,-76.9371,16
38.9829,-76.9371,16
38.9829,-76.9371,16
38.9829,-76.9371,18
38.9829,-76.9371,18
38.9829,-76.9371,19
38.9829,-76.933,11
38.9829,-76.9314,10
38.9829,-76.9314,10
38.98291363,-76.94232197,10
38.98291363,-76.94232197,12
38.98291363,-76.94232197,13
38.98291363,-76.94232197,13
38.98291363,-76.94232197,14
38.98291363,-76.94232197,14
38.98291363,-76.94232197,16
38.98291363,-76.94232197,18
38.98291363,-76.94232197,19
38.98291363,-76.94232197,20
38.9829149,-76.9416652,12
38.9829149,-76.9416652,13
38.9829149,-76.9416652,17
38.98292691,-76.93714982,9
38.98292691,-76.93714982,12
38.98292691,-76.93714982,13
38.98292691,-76.93714982,13
38.98292691,-76.93714982,13
38.98292691,-76.93714982,14
38.98292691,-76.93714982,16
38.98292691,-76.93714982,18
38.98292691,-76.93714982,20
38.98292691,-76.93714982,20
38.98293,-76.94225,18
38.9829339,-76.9423629,10
38.9829339,-76.9423629,12
38.9829339,-76.9423629,12
38.9829339,-76.9423629,13
38.9829339,-76.9423629,16
38.9829339,-76.9423629,17
38.9829339,-76.9423629,18
38.9829339,-76.9423629,18
38.98295761,-76.94584091,10
38.98295761,-76.94584091,12
38.98295761,-76.94584091,17
38.98299,-76.94583,17
38.98299,-76.94583,17
38.98299,-76.94583,19
38.983,-76.9378,9
38.983,-76.9378,10
38.983,-76.9378,11
38.983,-76.9378,11
38.983,-76.9378,11
38.983,-76.9378,12
38.983,-76.9378,12
38.983,-76.9378,12
38.983,-76.9378,12
38.983,-76.9378,13
38.983,-76.9378,13
38.983,-76.9378,13
38.983,-76.9378,13
38.983,-76.9378,13
38.983,-76.9378,13
38.983,-76.9378,14
38.983,-76.9378,14
38.983,-76.9378,14
38.983,-76.9378,14
38.983,-76.9378,15
38.983,-76.9378,15
38.983,-76.9378,16
38.983,-76.9378,17
38.983,-76.9378,17
38.983,-76.9378,17
38.983,-76.9378,18
38.983,-76.9378,18
38.983,-76.9378,18
38.983,-76.9378,18
38.983,-76.9378,18
38.983,-76.9378,19
38.983,-76.9378,19
38.983,-76.9378,20
38.983,-76.9378,20
38.983,-76.9377,9
38.983,-76.9377,9
38.983,-76.9377,9
38.983,-76.9377,9
38.983,-76.9377,10
38.983,-76.9377,10
38.983,-76.9377,11
38.983,-76.9377,11
38.983,-76.9377,12
38.983,-76.9377,12
38.983,-76.9377,12
38.983,-76.9377,12
38.983,-76.9377,12
38.983,-76.9377,14
38.983,-76.9377,14
38.983,-76.9377,15
38.983,-76.9377,15
38.983,-76.9377,15
38.983,-76.9377,15
38.983,-76.9377,17
38.983,-76.9377,17
38.983,-76.9377,18
38.983,-76.9377,18
38.983,-76.9377,18
38.983,-76.9377,19
38.983,-76.9377,20
38.983,-76.933,14
38.983,-76.933,20
38.983,-76.9312,11
38.983,-76.9312,12
38.983,-76.9312,15
38.9830244,-76.9436909,18
38.98304101,-76.93150318,12
38.98304101,-76.93150318,13
38.98304101,-76.93150318,16
38.9831,-76.9459,11
38.9831,-76.9459,14
38.9831,-76.9459,16
38.9831,-76.9459,16
38.9831,-76.9459,17
38.9831,-76.9459,19
38.9831,-76.9459,20
38.9831,-76.9459,20
38.98311,-76.93149,15
38.98319939,-76.94368407,10
38.98319939,-76.94368407,11
38.98319939,-76.94368407,11
38.98319939,-76.94368407,12
38.98319939,-76.94368407,12
38.98319939,-76.94368407,12
38.98319939,-76.94368407,12
38.98319939,-76.94368407,12
38.98319939,-76.94368407,13
38.98319939,-76.94368407,14
38.98319939,-76.94368407,15
38.98319939,-76.94368407,15
38.98319939,-76.94368407,15
38.98319939,-76.94368407,15
38.98319939,-76.94368407,15
38.98319939,-76.94368407,16
38.98319939,-76.94368407,16
38.98319939,-76.94368407,16
38.98319939,-76.94368407,16
38.98319939,-76.94368407,17
38.98319939,-76.94368407,18
38.98319939,-76.94368407,18
38.98319939,-76.94368407,19
38.98319939,-76.94368407,19
38.9832,-76.946,10
38.9832,-76.946,11
38.9832,-76.946,11
38.9832,-76.946,12
38.9832,-76.946,12
38.9832,-76.946,14
38.9832,-76.946,14
38.9832,-76.946,16
38.9832,-76.9437,9
38.9832,-76.9437,9
38.9832,-76.9437,10
38.9832,-76.9437,10
38.9832,-76.9437,10
38.9832,-76.9437,10
38.9832,-76.9437,10
38.9832,-76.9437,11
38.9832,-76.9437,11
38.9832,-76.9437,11
38.9832,-76.9437,12
38.9832,-76.9437,12
38.9832,-76.9437,12
38.9832,-76.9437,12
38.9832,-76.9437,12
38.9832,-76.9437,12
38.9832,-76.9437,13
38.9832,-76.9437,14
38.9832,-76.9437,14
38.9832,-76.9437,15
38.9832,-76.9437,15
38.9832,-76.9437,15
38.9832,-76.9437,15
38.9832,-76.9437,15
38.9832,-76.9437,17
38.9832,-76.9437,17
38.9832,-76.9437,17
38.9832,-76.9437,17
38.9832,-76.9437,17
38.9832,-76.9437,20
38.9832,-76.9427,12
38.9832,-76.9427,16
38.9832,-76.9372,12
38.9832,-76.9372,18
38.9832,-76.9285,10
38.9832,-76.9285,15
38.9832,-76.9285,16
38.98320356,-76.93200369,20
38.9832096,-76.9447938,9
38.9832096,-76.9447938,11
38.98324983,-76.94267699,11
38.98324983,-76.94267699,15
38.98324983,-76.94267699,18
38.98324983,-76.94267699,18
38.98324983,-76.94267699,20
38.98325,-76.94702,9
38.98325,-76.94702,9
38.98325,-76.94702,10
38.98325,-76.94702,11
38.98325,-76.94702,13
38.98325,-76.94702,13
38.98325,-76.94702,13
38.98325,-76.94702,14
38.98325,-76.94702,14
38.98325,-76.94702,14
38.98325,-76.94702,15
38.98325,-76.94702,15
38.98325,-76.94702,15
38.98325,-76.94702,15
38.98325,-76.94702,16
38.98325,-76.94702,16
38.98325,-76.94702,18
38.98325,-76.94702,18
38.98325,-76.94702,19
38.98325,-76.94702,20
38.98325494,-76.93563218,13
38.98325494,-76.93563218,17
38.9832559,-76.9418453,11
38.9832559,-76.9418453,11
38.9832559,-76.9418453,11
38.9832559,-76.9418453,12
38.9832559,-76.9418453,13
38.9832559,-76.9418453,13
38.9832559,-76.9418453,14
38.9832559,-76.9418453,15
38.9832559,-76.9418453,15
38.9832559,-76.9418453,16
38.9832559,-76.9418453,17
38.9832559,-76.9418453,17
38.9832559,-76.9418453,17
38.9832559,-76.9418453,18
38.9832559,-76.9418453,20
38.98325661,-76.9361994,9
38.98325661,-76.9361994,12
38.98325661,-76.9361994,18
38.98326,-76.94266,12
38.98326,-76.94266,15
38.98326,-76.94266,17
38.98326,-76.94266,17
38.98326,-76.94266,20
38.98326,-76.94266,20
38.9832676,-76.9426555,11
38.9832676,-76.9426555,15
38.98326826,-76.94183221,9
38.98326826,-76.94183221,13
38.98326826,-76.94183221,16
38.98327,-76.94181,17
38.98327,-76.94181,18
38.98327,-76.93667,9
38.98329538,-76.93464133,14
38.98329538,-76.93464133,14
38.98329538,-76.93464133,15
38.98329538,-76.93464133,18
38.9833,-76.9437,9
38.9833,-76.9437,9
38.9833,-76.9437,9
38.9833,-76.9437,11
38.9833,-76.9437,11
38.9833,-76.9437,11
38.9833,-76.9437,12
38.9833,-76.9437,12
38.9833,-76.9437,13
38.9833,-76.9437,13
38.9833,-76.9437,13
38.9833,-76.9437,15
38.9833,-76.9437,17
38.9833,-76.9437,17
38.9833,-76.9437,18
38.9833,-76.9437,18
38.9833,-76.9437,18
38.9833,-76.9437,18
38.9833,-76.9437,19
38.9833,-76.9437,20
38.9833,-76.9418,9
38.9833,-76.9418,12
38.9833,-76.9418,18
38.9833,-76.9373,10
38.9833,-76.9367,11
38.9833,-76.9362,20
38.9833,-76.9352,10
38.9833,-76.9352,13
38.9833,-76.93461,13
38.9833,-76.93461,15
38.9833,-76.9337,10
38.9833,-76.9337,11
38.9833,-76.9337,13
38.9833,-76.9337,14
38.9833,-76.9337,17
38.9833,-76.9337,20
38.9833,-76.9288,12
38.98330678,-76.93373221,10
38.98330678,-76.93373221,12
38.98330678,-76.93373221,16
38.98330678,-76.93373221,18
38.98330678,-76.93373221,18
38.9833152,-76.92879648,11
38.9833152,-76.92879648,12
38.9833152,-76.92879648,14
38.9833477,-76.933472,11
38.98335421,-76.94227345,20
38.98336,-76.94223,17
38.98336,-76.94223,19
38.98336,-76.94223,20
38.98336,-76.93347,20
38.98336313,-76.93349285,12
38.9833645,-76.9422729,12
38.9834,-76.9423,17
38.9834,-76.9347,12
38.9834,-76.9335,10
38.9834,-76.9335,12
38.9834,-76.9335,12
38.9834,-76.9335,15
38.9834,-76.9335,16
38.9834,-76.9335,18
38.9834,-76.9335,19
38.9834,-76.9335,20
38.9834,-76.9335,20
38.9834749,-76.9458966,15
38.9834749,-76.9458966,17
38.9834749,-76.9458966,17
38.9834749,-76.9458966,19
38.98347623,-76.94579446,12
38.98347623,-76.94579446,14
38.9835,-76.9459,16
38.9835,-76.9459,20
38.9835,-76.9458,17
38.9835,-76.9447,11
38.9835,-76.9377,11
38.9835,-76.9335,19
38.98352,-76.93607,10
38.98354092,-76.94466836,12
38.98354092,-76.94466836,12
38.98354092,-76.94466836,14
38.98354092,-76.94466836,14
38.98354092,-76.94466836,14
38.98354092,-76.94466836,15
38.98357,-76.93415,18
38.98357078,-76.93419348,18
38.9836,-76.94661,16
38.9836,-76.94661,16
38.9836,-76.9449,12
38.9836,-76.9342,16
38.98363,-76.94558,16
38.98363,-76.94558,17
38.9836655,-76.9436909,9
38.9836655,-76.9436909,9
38.9836655,-76.9436909,9
38.9836655,-76.9436909,10
38.9836655,-76.9436909,10
38.9836655,-76.9436909,10
38.9836655,-76.9436909,11
38.9836655,-76.9436909,11
38.9836655,-76.9436909,12
38.9836655,-76.9436909,12
38.9836655,-76.9436909,12
38.9836655,-76.9436909,12
38.9836655,-76.9436909,13
38.9836655,-76.9436909,13
38.9836655,-76.9436909,13
38.9836655,-76.9436909,13
38.9836655,-76.9436909,13
38.9836655,-76.9436909,13
38.9836655,-76.9436909,13
38.9836655,-76.9436909,13
38.9836655,-76.9436909,15
38.9836655,-76.9436909,15
38.9836655,-76.9436909,15
38.9836655,-76.9436909,15
38.9836655,-76.9436909,15
38.9836655,-76.9436909,16
38.9836655,-76.9436909,16
38.9836655,-76.9436909,16
38.9836655,-76.9436909,16
38.9836655,-76.9436909,17
38.9836655,-76.9436909,17
38.9836655,-76.9436909,17
38.9836655,-76.9436909,17
38.9836655,-76.9436909,17
38.9836655,-76.9436909,17
38.9836655,-76.9436909,18
38.9836655,-76.9436909,18
38.9836655,-76.9436909,19
38.9836655,-76.9436909,19
38.9836655,-76.9436909,19
38.9836655,-76.9436909,19
38.9836655,-76.9436909,20
38.9836655,-76.9436909,20
38.9836655,-76.9436909,20
38.9836811,-76.9325266,14
38.9836811,-76.9325266,15
38.9836811,-76.9325266,15
38.9836811,-76.9325266,16
38.9836811,-76.9325266,16
38.9836811,-76.9325266,20
38.98368254,-76.94367418,9
38.98368254,-76.94367418,10
38.98368254,-76.94367418,10
38.98368254,-76.94367418,12
38.98368254,-76.94367418,12
38.98368254,-76.94367418,12
38.98368254,-76.94367418,14
38.98368254,-76.94367418,16
38.98368254,-76.94367418,16
38.98368254,-76.94367418,17
38.98368254,-76.94367418,17
38.98368254,-76.94367418,18
38.98368254,-76.94367418,19
38.98369,-76.94366,11
38.98369,-76.94366,15
38.98369,-76.9332,10
38.98369,-76.9332,16
38.98369,-76.9332,20
38.9837,-76.9456,15
38.9837,-76.9456,15
38.9837,-76.9456,15
38.9837,-76.9456,15
38.9837,-76.9455,12
38.9837,-76.9455,13
38.9837,-76.9455,16
38.9837,-76.9437,9
38.9837,-76.9437,9
38.9837,-76.9437,10
38.9837,-76.9437,11
38.9837,-76.9437,13
38.9837,-76.9437,13
38.9837,-76.9437,14
38.9837,-76.9332,15
38.9837,-76.9325,9
38.9837,-76.9325,12
38.9837,-76.9325,14
38.9837,-76.9325,15
38.9837,-76.9325,15
38.9837,-76.9325,16
38.9837,-76.9325,17
38.9837,-76.9325,17
38.9837153,-76.9458966,14
38.9837153,-76.9458966,17
38.98371762,-76.93248264,14
38.98371762,-76.93248264,16
38.98373,-76.94591,15
38.98373,-76.94591,17
38.98373,-76.94591,17
38.98373319,-76.94560596,9
38.98373319,-76.94560596,11
38.98373319,-76.94560596,18
38.98374,-76.94514,16
38.98374,-76.93244,15
38.98374,-76.93244,17
38.983808,-76.93227508,20
38.9839,-76.944,9
38.9839,-76.944,10
38.9839,-76.944,14
38.9839,-76.944,18
38.9839,-76.9427,10
38.9839,-76.9427,17
38.9839,-76.9426,12
38.9839,-76.9426,13
38.9839,-76.9418,14
38.9839,-76.9347,20
38.9839,-76.9341,18
38.9839,-76.934,10
38.9839,-76.9335,17
38.9839,-76.9324,12
38.98391046,-76.94182618,13
38.98391046,-76.94182618,16
38.98391046,-76.94182618,19
38.98391046,-76.94182618,20
38.98391046,-76.94182618,20
38.9839189,-76.9427456,11
38.9839189,-76.9427456,12
38.9839189,-76.9427456,12
38.9839189,-76.9427456,13
38.9839189,-76.9427456,13
38.9839189,-76.9427456,14
38.9839189,-76.9427456,17
38.9839189,-76.9427456,18
38.9839189,-76.9427456,19
38.98393273,-76.94272555,11
38.98393273,-76.94272555,16
38.98393273,-76.94272555,17
38.98393998,-76.93404754,12
38.98394,-76.93402,18
38.98394,-76.93402,20
38.98394578,-76.93466773,9
38.98394623,-76.93342647,15
38.98394623,-76.93342647,17
38.984,-76.9456,9
38.984,-76.9456,18
38.984,-76.94558,16
38.984,-76.94558,19
38.984,-76.94558,19
38.984,-76.94196,9
38.984,-76.94196,17
38.984,-76.94196,18
38.984,-76.94196,18
38.984,-76.94196,19
38.98400095,-76.9455959,12
38.98400095,-76.9455959,18
38.98400095,-76.9455959,19
38.98400095,-76.9455959,19
38.98400095,-76.9455959,19
38.9840052,-76.9456265,14
38.9840052,-76.9456265,15
38.9840052,-76.9456265,17
38.98405149,-76.9277808,15
38.98405149,-76.9277808,16
38.98405149,-76.9277808,18
38.98405149,-76.9277808,19
38.98406541,-76.93372923,16
38.98406541,-76.93372923,19
38.98408801,-76.93877834,10
38.9841,-76.9456,9
38.9841,-76.9456,10
38.9841,-76.9409,16
38.9841,-76.9409,17
38.9841,-76.9409,20
38.9841,-76.9388,14
38.9841,-76.9337,14
38.9841,-76.9337,15
38.9841,-76.9337,20
38.9841,-76.9278,11
38.9841,-76.9278,12
38.9841,-76.9278,12
38.9841,-76.9278,13
38.9841,-76.9278,16
38.9841,-76.9278,17
38.9842,-76.9375,12
38.9842,-76.9331,18
38.98423366,-76.93310665,18
38.9843,-76.9446,13
38.9843,-76.9446,14
38.9843,-76.9446,16
38.9843,-76.9446,16
38.9843,-76.9446,17
38.9843,-76.9446,17
38.9843,-76.9343,20
38.9843,-76.9342,11
38.9843,-76.9342,12
38.9843,-76.9342,15
38.9843,-76.9337,14
38.9843,-76.9337,15
38.9843,-76.9337,15
38.9843,-76.9336,14
38.9843,-76.9336,18
38.9843,-76.933,11
38.9843,-76.933,20
38.98431,-76.94417,9
38.98431,-76.93352,16
38.98431665,-76.933552,12
38.98431665,-76.933552,14
38.98431665,-76.933552,18
38.9844118,-76.9460316,9
38.9844118,-76.9460316,14
38.9844118,-76.9460316,15
38.9844118,-76.9460316,18
38.9844118,-76.9460316,18
38.9844129,-76.9348066,13
38.98442166,-76.93753049,14
38.98442166,-76.93753049,16
38.98442166,-76.93753049,17
38.98442166,-76.93753049,18
38.98442166,-76.93753049,19
38.984441,-76.936859,14
38.984441,-76.936859,14
38.984441,-76.936859,14
38.984441,-76.936859,18
38.984441,-76.936859,19
38.984441,-76.936859,20
38.98447107,-76.94613564,9
38.98447107,-76.94613564,11
38.98447107,-76.94613564,11
38.9845,-76.9401,19
38.98458148,-76.93462535,13
38.98459298,-76.93339306,16
38.98459298,-76.93339306,16
38.98459298,-76.93339306,17
38.98459298,-76.93339306,17
38.9846,-76.9451,19
38.9846,-76.9451,20
38.9846,-76.9367,16
38.9846,-76.9367,19
38.9846,-76.9362,9
38.9846,-76.9356,15
38.9846,-76.9356,15
38.9846,-76.9352,12
38.9846,-76.9351,10
38.9846,-76.9351,10
38.9846,-76.9351,12
38.9846,-76.9351,19
38.9846,-76.9351,19
38.9846,-76.9334,14
38.9846,-76.9334,16
38.9846,-76.9334,16
38.9846,-76.9334,20
38.9846,-76.93336,17
38.9846,-76.93336,18
38.98461919,-76.93514711,15
38.98461919,-76.93514711,15
38.98462,-76.93616,15
38.98462,-76.9356,9
38.98462,-76.93511,18
38.98462072,-76.93562755,9
38.98462072,-76.93562755,14
38.98462177,-76.9361999,11
38.98465076,-76.94502668,16
38.98465076,-76.94502668,20
38.9846652,-76.9450863,11
38.9846652,-76.9450863,12
38.9846652,-76.9450863,12
38.9846652,-76.9450863,13
38.9846652,-76.9450863,15
38.9846652,-76.9450863,17
38.9846652,-76.9450863,17
38.9846652,-76.9450863,17
38.9846652,-76.9450863,17
38.9846652,-76.9450863,17
38.9846652,-76.9450863,18
38.9846652,-76.9450863,18
38.98468,-76.945,16
38.98468723,-76.93667196,9
38.98468723,-76.93667196,9
38.98468723,-76.93667196,13
38.98468723,-76.93667196,18
38.9847,-76.945,12
38.9847,-76.945,12
38.9847,-76.945,18
38.9847,-76.9367,12
38.9847,-76.9367,18
38.9847,-76.9334,9
38.98476281,-76.94011306,18
38.9847785,-76.9418453,9
38.9847785,-76.9418453,10
38.9847785,-76.9418453,10
38.9847785,-76.9418453,10
38.9847785,-76.9418453,12
38.9847785,-76.9418453,14
38.9847785,-76.9418453,14
38.9847785,-76.9418453,15
38.9847785,-76.9418453,17
38.9847785,-76.9418453,17
38.98478371,-76.94403358,9
38.98478371,-76.94403358,9
38.98478371,-76.94403358,11
38.98478371,-76.94403358,12
38.98478371,-76.94403358,13
38.98478371,-76.94403358,13
38.98478371,-76.94403358,16
38.98478371,-76.94403358,17
38.98478371,-76.94403358,18
38.98478371,-76.94403358,18
38.9847934,-76.944096,9
38.9847934,-76.944096,9
38.9847934,-76.944096,9
38.9847934,-76.944096,10
38.9847934,-76.944096,10
38.9847934,-76.944096,10
38.9847934,-76.944096,11
38.9847934,-76.944096,11
38.9847934,-76.944096,11
38.9847934,-76.944096,12
38.9847934,-76.944096,12
38.9847934,-76.944096,12
38.9847934,-76.944096,12
38.9847934,-76.944096,12
38.9847934,-76.944096,12
38.9847934,-76.944096,12
38.9847934,-76.944096,13
38.9847934,-76.944096,13
38.9847934,-76.944096,14
38.9847934,-76.944096,14
38.9847934,-76.944096,14
38.9847934,-76.944096,15
38.9847934,-76.944096,15
38.9847934,-76.944096,15
38.9847934,-76.944096,15
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,16
38.9847934,-76.944096,17
38.9847934,-76.944096,17
38.9847934,-76.944096,17
38.9847934,-76.944096,17
38.9847934,-76.944096,17
38.9847934,-76.944096,17
38.9847934,-76.944096,19
38.9847934,-76.944096,20
38.9847934,-76.944096,20
38.98479418,-76.94311562,9
38.98479418,-76.94311562,12
38.98479418,-76.94311562,12
38.9848,-76.944,9
38.9848,-76.944,10
38.9848,-76.944,11
38.9848,-76.944,11
38.9848,-76.944,12
38.9848,-76.944,14
38.9848,-76.944,14
38.9848,-76.944,15
38.9848,-76.944,16
38.9848,-76.944,17
38.9848,-76.944,18
38.9848,-76.944,20
38.9848,-76.9431,9
38.9848,-76.9431,10
38.9848,-76.9431,10
38.9848,-76.9431,12
38.9848,-76.9431,12
38.9848,-76.9431,13
38.9848,-76.9431,13
38.9848,-76.9431,14
38.9848,-76.9431,15
38.9848,-76.9431,16
38.9848,-76.9431,16
38.9848,-76.9431,18
38.9848,-76.9431,19
38.9848,-76.9431,19
38.9848,-76.9419,9
38.9848,-76.9419,9
38.9848,-76.9419,11
38.9848,-76.9419,12
38.9848,-76.9419,14
38.9848,-76.9419,16
38.9848,-76.9419,19
38.9848,-76.9414,19
38.9848,-76.9401,18
38.9848,-76.9401,19
38.98482956,-76.94186363,10
38.98482956,-76.94186363,12
38.98482956,-76.94186363,13
38.98482956,-76.94186363,19
38.98484,-76.94308,14
38.98484,-76.94308,18
38.98484,-76.94138,9
38.98484,-76.94138,15
38.98484417,-76.94135929,9
38.98485,-76.944,13
38.98485,-76.944,14
38.98485,-76.944,16
38.98485,-76.944,16
38.98485,-76.944,16
38.98485,-76.944,17
38.98485,-76.944,17
38.98489739,-76.93318365,12
38.98489739,-76.93318365,15
38.9849,-76.944,17
38.9849,-76.94182,12
38.9849,-76.94182,14
38.9849,-76.94182,16
38.9849,-76.94182,16
38.9849,-76.9408,9
38.9849,-76.9408,10
38.9849,-76.9408,12
38.9849,-76.9408,12
38.9849,-76.9408,13
38.9849,-76.9408,13
38.9849,-76.9408,14
38.9849,-76.9408,15
38.9849,-76.9408,15
