latitude,longitude,hour_of_day
38.9849,-76.9408,16
38.9849,-76.9408,16
38.9849,-76.9408,19
38.98491382,-76.93397242,12
38.98491382,-76.93397242,18
38.98492972,-76.94077086,9
38.98492972,-76.94077086,10
38.98492972,-76.94077086,10
38.98492972,-76.94077086,12
38.98492972,-76.94077086,12
38.98492972,-76.94077086,16
38.98492972,-76.94077086,18
38.98492972,-76.94077086,19
38.9849416,-76.9408099,10
38.9849416,-76.9408099,10
38.9849416,-76.9408099,11
38.9849416,-76.9408099,11
38.9849416,-76.9408099,11
38.9849416,-76.9408099,12
38.9849416,-76.9408099,13
38.9849416,-76.9408099,13
38.9849416,-76.9408099,13
38.9849416,-76.9408099,13
38.9849416,-76.9408099,13
38.9849416,-76.9408099,13
38.9849416,-76.9408099,14
38.9849416,-76.9408099,14
38.9849416,-76.9408099,14
38.9849416,-76.9408099,14
38.9849416,-76.9408099,14
38.9849416,-76.9408099,15
38.9849416,-76.9408099,15
38.9849416,-76.9408099,15
38.9849416,-76.9408099,15
38.9849416,-76.9408099,16
38.9849416,-76.9408099,16
38.9849416,-76.9408099,16
38.9849416,-76.9408099,17
38.9849416,-76.9408099,18
38.9849416,-76.9408099,19
38.9849416,-76.9408099,19
38.9849416,-76.9408099,20
38.98499,-76.94076,14
38.98499,-76.94076,14
38.98499,-76.94076,14
38.98499,-76.94076,15
38.98499,-76.94076,16
38.98499,-76.94076,16
38.98499,-76.94076,19
38.985,-76.9365,9
38.985,-76.9365,10
38.985,-76.9365,11
38.985,-76.9365,13
38.985,-76.9365,14
38.985,-76.9365,16
38.985,-76.9365,18
38.985,-76.9365,20
38.985,-76.9357,19
38.98502,-76.94554,9
38.98502,-76.94554,16
38.98502,-76.94554,17
38.98503369,-76.9364536,10
38.98503369,-76.9364536,10
38.98503369,-76.9364536,16
38.98503369,-76.9364536,16
38.98503369,-76.9364536,17
38.98503369,-76.9364536,19
38.98504,-76.93641,10
38.98504,-76.93641,14
38.98504,-76.93641,17
38.98504,-76.93641,17
38.98504,-76.93641,18
38.98504,-76.93641,18
38.98504,-76.93641,18
38.98504,-76.93641,18
38.98504,-76.93641,20
38.985047,-76.9456265,17
38.985047,-76.9456265,18
38.985047,-76.9456265,18
38.985047,-76.9456265,19
38.985047,-76.9456265,20
38.9850496,-76.93570093,17
38.98505898,-76.94556396,15
38.98506,-76.94309,17
38.98506,-76.94309,18
38.9850817,-76.9431057,16
38.9850924,-76.9364883,11
38.9850924,-76.9364883,15
38.9850991,-76.9418453,9
38.9850991,-76.9418453,9
38.9850991,-76.9418453,11
38.9850991,-76.9418453,11
38.9850991,-76.9418453,12
38.9850991,-76.9418453,13
38.9850991,-76.9418453,15
38.9850991,-76.9418453,16
38.9851,-76.9456,9
38.9851,-76.9456,15
38.9851,-76.9456,16
38.9851,-76.9456,16
38.9851,-76.9456,17
38.9851,-76.9456,17
38.9851,-76.9456,17
38.9851,-76.9456,19
38.9851,-76.9456,19
38.9851,-76.9456,19
38.9851,-76.9456,20
38.9851,-76.9451,12
38.9851,-76.9431,12
38.9851,-76.9431,15
38.9851,-76.9431,17
38.9851,-76.9431,17
38.9851,-76.9431,18
38.9851,-76.9431,20
38.9851,-76.9431,20
38.9851,-76.9368,9
38.9851,-76.9368,13
38.9851,-76.9368,13
38.9851,-76.9368,18
38.9851,-76.9357,11
38.9851,-76.9357,20
38.98513925,-76.94309536,9
38.98513925,-76.94309536,13
38.98513925,-76.94309536,16
38.98513925,-76.94309536,16
38.98514,-76.94183,11
38.98514,-76.94183,18
38.98518198,-76.94186231,12
38.98518198,-76.94186231,14
38.98518198,-76.94186231,16
38.98518198,-76.94186231,20
38.98518198,-76.94186231,20
38.98519368,-76.94661191,15
38.9852,-76.9446,11
38.9852,-76.9446,17
38.9852,-76.9431,9
38.9852,-76.9431,11
38.9852,-76.9431,13
38.9852,-76.9431,20
38.9852,-76.9419,10
38.9852,-76.9419,15
38.9852,-76.9386,17
38.98522,-76.946,9
38.98522,-76.946,16
38.98522,-76.946,18
38.98523055,-76.94455445,14
38.98523055,-76.94455445,15
38.98524,-76.94451,9
38.98524,-76.94451,20
38.9852451,-76.9445462,10
38.9852451,-76.9445462,12
38.9852451,-76.9445462,12
38.9852451,-76.9445462,14
38.9852451,-76.9445462,15
38.9852451,-76.9445462,16
38.9852451,-76.9445462,16
38.9852451,-76.9445462,17
38.9852451,-76.9445462,17
38.9852451,-76.9445462,18
38.9852451,-76.9445462,20
38.98524727,-76.93860424,17
38.98524727,-76.93860424,19
38.9852579,-76.94606396,12
38.9852579,-76.94606396,14
38.9852579,-76.94606396,17
38.9852579,-76.94606396,17
38.9852584,-76.9460767,10
38.9852584,-76.9460767,13
38.9852584,-76.9460767,14
38.9852584,-76.9460767,14
38.9852584,-76.9460767,17
38.9852584,-76.9460767,17
38.98528051,-76.93765199,15
38.9852878,-76.9376812,14
38.9853,-76.9461,10
38.9853,-76.9461,11
38.9853,-76.9461,11
38.9853,-76.9461,12
38.9853,-76.9461,18
38.9853,-76.9461,18
38.9853,-76.9461,18
38.9853,-76.9459,10
38.9853,-76.9459,12
38.9853,-76.9459,15
38.9853,-76.9459,16
38.9853,-76.9446,9
38.9853,-76.9446,11
38.9853,-76.9408,12
38.9853,-76.9408,17
38.9853,-76.9408,20
38.9853,-76.9395,15
38.98535041,-76.93949129,12
38.98535041,-76.93949129,12
38.98535041,-76.93949129,15
38.98535041,-76.93949129,19
38.9853945,-76.9395044,17
38.9854,-76.9395,9
38.9854,-76.9395,12
38.9854,-76.9395,12
38.9854,-76.9395,13
38.9854,-76.9395,13
38.9854,-76.9395,16
38.9855312,-76.9311761,15
38.9855772,-76.9369847,10
38.9856,-76.9391,12
38.9856,-76.9391,16
38.9856,-76.9391,19
38.9856,-76.9371,16
38.9856,-76.9371,20
38.9856,-76.9371,20
38.9856,-76.937,10
38.9856,-76.937,11
38.9856,-76.937,11
38.9856,-76.937,12
38.9856,-76.937,12
38.9856,-76.937,13
38.9856,-76.937,13
38.9856,-76.937,17
38.9856,-76.937,18
38.9856,-76.937,20
38.98560389,-76.93908663,9
38.98560389,-76.93908663,11
38.98560564,-76.93702567,9
38.98560564,-76.93702567,11
38.98560564,-76.93702567,11
38.98560564,-76.93702567,12
38.98560564,-76.93702567,15
38.98560564,-76.93702567,15
38.98560564,-76.93702567,16
38.98560564,-76.93702567,16
38.98560564,-76.93702567,18
38.98560564,-76.93702567,18
38.98560564,-76.93702567,19
38.98560564,-76.93702567,20
38.98572,-76.94414,20
38.9857508,-76.9469318,11
38.9857508,-76.9469318,12
38.9857508,-76.9469318,12
38.9857868,-76.93450538,11
38.9858,-76.9345,14
38.9858,-76.9345,15
38.98581,-76.93448,11
38.98581,-76.93448,14
38.9859,-76.9467,10
38.9859,-76.9466,11
38.9859,-76.9466,14
38.9859,-76.9466,18
38.98594658,-76.94672544,9
38.98594658,-76.94672544,12
38.98594658,-76.94672544,19
38.98595,-76.94669,12
38.98595,-76.94669,12
38.98595,-76.94669,16
38.98596323,-76.94497731,9
38.98596323,-76.94497731,9
38.98596323,-76.94497731,9
38.98596323,-76.94497731,9
38.98596323,-76.94497731,9
38.98596323,-76.94497731,10
38.98596323,-76.94497731,10
38.98596323,-76.94497731,10
38.98596323,-76.94497731,10
38.98596323,-76.94497731,10
38.98596323,-76.94497731,11
38.98596323,-76.94497731,11
38.98596323,-76.94497731,12
38.98596323,-76.94497731,12
38.98596323,-76.94497731,12
38.98596323,-76.94497731,12
38.98596323,-76.94497731,12
38.98596323,-76.94497731,12
38.98596323,-76.94497731,12
38.98596323,-76.94497731,13
38.98596323,-76.94497731,13
38.98596323,-76.94497731,13
38.98596323,-76.94497731,13
38.98596323,-76.94497731,13
38.98596323,-76.94497731,13
38.98596323,-76.94497731,13
38.98596323,-76.94497731,13
38.98596323,-76.94497731,13
38.98596323,-76.94497731,14
38.98596323,-76.94497731,14
38.98596323,-76.94497731,14
38.98596323,-76.94497731,14
38.98596323,-76.94497731,14
38.98596323,-76.94497731,14
38.98596323,-76.94497731,14
38.98596323,-76.94497731,15
38.98596323,-76.94497731,16
38.98596323,-76.94497731,16
38.98596323,-76.94497731,16
38.98596323,-76.94497731,16
38.98596323,-76.94497731,16
38.98596323,-76.94497731,16
38.98596323,-76.94497731,16
38.98596323,-76.94497731,16
38.98596323,-76.94497731,17
38.98596323,-76.94497731,17
38.98596323,-76.94497731,17
38.98596323,-76.94497731,17
38.98596323,-76.94497731,17
38.98596323,-76.94497731,17
38.98596323,-76.94497731,17
38.98596323,-76.94497731,17
38.98596323,-76.94497731,17
38.98596323,-76.94497731,18
38.98596323,-76.94497731,18
38.98596323,-76.94497731,18
38.98596323,-76.94497731,18
38.98596323,-76.94497731,19
38.98596323,-76.94497731,19
38.98596323,-76.94497731,19
38.98596323,-76.94497731,20
38.98596323,-76.94497731,20
38.98596323,-76.94497731,20
38.98597,-76.94508,9
38.98597,-76.94508,9
38.98597,-76.94508,9
38.98597,-76.94508,10
38.98597,-76.94508,10
38.98597,-76.94508,11
38.98597,-76.94508,11
38.98597,-76.94508,11
38.98597,-76.94508,11
38.98597,-76.94508,11
38.98597,-76.94508,11
38.98597,-76.94508,11
38.98597,-76.94508,12
38.98597,-76.94508,12
38.98597,-76.94508,12
38.98597,-76.94508,12
38.98597,-76.94508,12
38.98597,-76.94508,12
38.98597,-76.94508,13
38.98597,-76.94508,13
38.98597,-76.94508,13
38.98597,-76.94508,13
38.98597,-76.94508,13
38.98597,-76.94508,13
38.98597,-76.94508,14
38.98597,-76.94508,14
38.98597,-76.94508,14
38.98597,-76.94508,14
38.98597,-76.94508,14
38.98597,-76.94508,15
38.98597,-76.94508,15
38.98597,-76.94508,16
38.98597,-76.94508,16
38.98597,-76.94508,16
38.98597,-76.94508,16
38.98597,-76.94508,17
38.98597,-76.94508,17
38.98597,-76.94508,17
38.98597,-76.94508,17
38.98597,-76.94508,17
38.98597,-76.94508,17
38.98597,-76.94508,17
38.98597,-76.94508,18
38.98597,-76.94508,19
38.98597,-76.94508,20
38.98597,-76.94508,20
38.98597,-76.94508,20
38.98597,-76.94508,20
38.9859811,-76.9467969,10
38.9859811,-76.9467969,14
38.9859824,-76.9450413,9
38.9859824,-76.9450413,10
38.9859824,-76.9450413,10
38.9859824,-76.9450413,11
38.9859824,-76.9450413,11
38.9859824,-76.9450413,11
38.9859824,-76.9450413,11
38.9859824,-76.9450413,11
38.9859824,-76.9450413,12
38.9859824,-76.9450413,12
38.9859824,-76.9450413,12
38.9859824,-76.9450413,12
38.9859824,-76.9450413,13
38.9859824,-76.9450413,13
38.9859824,-76.9450413,13
38.9859824,-76.9450413,13
38.9859824,-76.9450413,14
38.9859824,-76.9450413,14
38.9859824,-76.9450413,14
38.9859824,-76.9450413,14
38.9859824,-76.9450413,14
38.9859824,-76.9450413,14
38.9859824,-76.9450413,14
38.9859824,-76.9450413,15
38.9859824,-76.9450413,15
38.9859824,-76.9450413,15
38.9859824,-76.9450413,15
38.9859824,-76.9450413,15
38.9859824,-76.9450413,15
38.9859824,-76.9450413,15
38.9859824,-76.9450413,16
38.9859824,-76.9450413,16
38.9859824,-76.9450413,16
38.9859824,-76.9450413,16
38.9859824,-76.9450413,16
38.9859824,-76.9450413,17
38.9859824,-76.9450413,17
38.9859824,-76.9450413,17
38.9859824,-76.9450413,17
38.9859824,-76.9450413,17
38.9859824,-76.9450413,18
38.9859824,-76.9450413,18
38.9859824,-76.9450413,18
38.9859824,-76.9450413,18
38.9859824,-76.9450413,18
38.9859824,-76.9450413,18
38.9859824,-76.9450413,19
38.9859824,-76.9450413,19
38.9859824,-76.9450413,19
38.9859824,-76.9450413,19
38.9859824,-76.9450413,19
38.9859824,-76.9450413,19
38.9859824,-76.9450413,19
38.9859824,-76.9450413,20
38.9859824,-76.9450413,20
38.9859861,-76.9397745,11
38.9859861,-76.9397745,12
38.9859861,-76.9397745,12
38.9859861,-76.9397745,13
38.9859861,-76.9397745,13
38.9859861,-76.9397745,15
38.986,-76.945,9
38.986,-76.945,9
38.986,-76.945,9
38.986,-76.945,9
38.986,-76.945,10
38.986,-76.945,10
38.986,-76.945,10
38.986,-76.945,10
38.986,-76.945,10
38.986,-76.945,10
38.986,-76.945,11
38.986,-76.945,11
38.986,-76.945,11
38.986,-76.945,11
38.986,-76.945,11
38.986,-76.945,11
38.986,-76.945,11
38.986,-76.945,11
38.986,-76.945,12
38.986,-76.945,12
38.986,-76.945,12
38.986,-76.945,13
38.986,-76.945,13
38.986,-76.945,13
38.986,-76.945,13
38.986,-76.945,13
38.986,-76.945,13
38.986,-76.945,13
38.986,-76.945,13
38.986,-76.945,13
38.986,-76.945,13
38.986,-76.945,14
38.986,-76.945,14
38.986,-76.945,14
38.986,-76.945,14
38.986,-76.945,14
38.986,-76.945,15
38.986,-76.945,15
38.986,-76.945,15
38.986,-76.945,15
38.986,-76.945,15
38.986,-76.945,16
38.986,-76.945,16
38.986,-76.945,16
38.986,-76.945,16
38.986,-76.945,16
38.986,-76.945,16
38.986,-76.945,16
38.986,-76.945,17
38.986,-76.945,17
38.986,-76.945,17
38.986,-76.945,17
38.986,-76.945,17
38.986,-76.945,17
38.986,-76.945,18
38.986,-76.945,18
38.986,-76.945,18
38.986,-76.945,18
38.986,-76.945,19
38.986,-76.945,19
38.986,-76.945,19
38.986,-76.945,20
38.986,-76.945,20
38.986,-76.945,20
38.986,-76.9447,9
38.986,-76.9447,10
38.986,-76.9447,10
38.986,-76.9447,11
38.986,-76.9447,13
38.986,-76.9447,13
38.986,-76.9447,13
38.986,-76.9447,13
38.986,-76.9447,14
38.986,-76.9447,14
38.986,-76.9447,14
38.986,-76.9447,14
38.986,-76.9447,14
38.986,-76.9447,15
38.986,-76.9447,15
38.986,-76.9447,16
38.986,-76.9447,16
38.986,-76.9447,17
38.986,-76.9447,17
38.986,-76.9447,17
38.986,-76.9447,18
38.986,-76.9447,19
38.986,-76.9447,19
38.986,-76.9447,19
38.986,-76.9447,20
38.986,-76.9447,20
38.986,-76.9447,20
38.986,-76.9447,20
38.986,-76.9427,9
38.986,-76.9427,11
38.986,-76.9427,12
38.986,-76.9427,13
38.986,-76.9427,13
38.986,-76.9427,17
38.986,-76.9427,18
38.986,-76.9427,19
38.986,-76.9427,19
38.986,-76.9399,12
38.986,-76.9398,9
38.986,-76.9398,10
38.986,-76.9398,12
38.986,-76.9398,15
38.986,-76.9398,17
38.986,-76.9398,17
38.986,-76.9388,9
38.986,-76.9388,12
38.986,-76.9388,12
38.986,-76.9388,13
38.986,-76.9388,14
38.986,-76.9388,15
38.986,-76.9388,16
38.986,-76.9388,16
38.986,-76.9388,16
38.986,-76.9388,17
38.986,-76.9388,17
38.986,-76.9388,17
38.986,-76.9388,18
38.986,-76.9388,19
38.986,-76.9384,10
38.986,-76.9384,12
38.986,-76.9384,19
38.986,-76.93616,12
38.98600226,-76.94271078,9
38.98600226,-76.94271078,11
38.98600226,-76.94271078,14
38.98600226,-76.94271078,16
38.98600226,-76.94271078,16
38.98600226,-76.94271078,20
38.9860195,-76.9390092,10
38.9860195,-76.9390092,12
38.9860195,-76.9390092,14
38.98601998,-76.93978209,11
38.98601998,-76.93978209,12
38.98601998,-76.93978209,12
38.98601998,-76.93978209,18
38.98601998,-76.93978209,20
38.98601998,-76.93978209,20
38.98602,-76.93975,14
38.98602,-76.93975,14
38.98603,-76.9389,9
38.98603,-76.9389,10
38.98603,-76.9389,12
38.98603,-76.9389,15
38.98603,-76.9389,15
38.98603,-76.9389,16
38.98603,-76.9389,18
38.98603,-76.9389,18
38.9860314,-76.93875862,11
38.9860314,-76.93875862,11
38.9860314,-76.93875862,12
38.9860314,-76.93875862,16
38.9860314,-76.93875862,17
38.9860314,-76.93875862,17
38.98607,-76.93811,11
38.98607,-76.93811,12
38.98607,-76.93811,17
38.98607,-76.93811,19
38.98607,-76.93811,20
38.9860747,-76.93614264,9
38.9860747,-76.93614264,9
38.9860747,-76.93614264,9
38.9860747,-76.93614264,10
38.9860747,-76.93614264,10
38.9860747,-76.93614264,10
38.9860747,-76.93614264,10
38.9860747,-76.93614264,10
38.9860747,-76.93614264,10
38.9860747,-76.93614264,10
38.9860747,-76.93614264,10
38.9860747,-76.93614264,10
38.9860747,-76.93614264,10
38.9860747,-76.93614264,11
38.9860747,-76.93614264,11
38.9860747,-76.93614264,11
38.9860747,-76.93614264,11
38.9860747,-76.93614264,11
38.9860747,-76.93614264,11
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,12
38.9860747,-76.93614264,13
38.9860747,-76.93614264,13
38.9860747,-76.93614264,13
38.9860747,-76.93614264,13
38.9860747,-76.93614264,13
38.9860747,-76.93614264,13
38.9860747,-76.93614264,13
38.9860747,-76.93614264,13
38.9860747,-76.93614264,14
38.9860747,-76.93614264,14
38.9860747,-76.93614264,14
38.9860747,-76.93614264,14
38.9860747,-76.93614264,14
38.9860747,-76.93614264,15
38.9860747,-76.93614264,15
38.9860747,-76.93614264,15
38.9860747,-76.93614264,15
38.9860747,-76.93614264,15
38.9860747,-76.93614264,15
38.9860747,-76.93614264,15
38.9860747,-76.93614264,15
38.9860747,-76.93614264,15
38.9860747,-76.93614264,16
38.9860747,-76.93614264,16
38.9860747,-76.93614264,16
38.9860747,-76.93614264,16
38.9860747,-76.93614264,16
38.9860747,-76.93614264,16
38.9860747,-76.93614264,16
38.9860747,-76.93614264,16
38.9860747,-76.93614264,16
38.9860747,-76.93614264,17
38.9860747,-76.93614264,17
38.9860747,-76.93614264,17
38.9860747,-76.93614264,17
38.9860747,-76.93614264,17
38.9860747,-76.93614264,17
38.9860747,-76.93614264,18
38.9860747,-76.93614264,18
38.9860747,-76.93614264,18
38.9860747,-76.93614264,18
38.9860747,-76.93614264,18
38.9860747,-76.93614264,18
38.9860747,-76.93614264,18
38.9860747,-76.93614264,18
38.9860747,-76.93614264,19
38.9860747,-76.93614264,19
38.9860747,-76.93614264,19
38.9860747,-76.93614264,19
38.9860747,-76.93614264,20
38.9860747,-76.93614264,20
38.9860747,-76.93614264,20
38.986084,-76.936151,14
38.986084,-76.936151,14
38.986084,-76.936151,16
38.986084,-76.936151,17
38.9861,-76.9373,10
38.9861,-76.9373,11
38.9861,-76.9373,12
38.9861,-76.9373,15
38.9861,-76.9373,16
38.9861,-76.9363,11
38.9861,-76.9363,12
38.9861,-76.9363,14
38.9861,-76.9361,9
38.9861,-76.9361,10
38.9861,-76.9361,10
38.9861,-76.9361,10
38.9861,-76.9361,10
38.9861,-76.9361,11
38.9861,-76.9361,12
38.9861,-76.9361,12
38.9861,-76.9361,12
38.9861,-76.9361,12
38.9861,-76.9361,12
38.9861,-76.9361,12
38.9861,-76.9361,14
38.9861,-76.9361,14
38.9861,-76.9361,14
38.9861,-76.9361,15
38.9861,-76.9361,15
38.9861,-76.9361,15
38.9861,-76.9361,15
38.9861,-76.9361,15
38.9861,-76.9361,15
38.9861,-76.9361,15
38.9861,-76.9361,16
38.9861,-76.9361,16
38.9861,-76.9361,16
38.9861,-76.9361,16
38.9861,-76.9361,16
38.9861,-76.9361,17
38.9861,-76.9361,17
38.9861,-76.9361,17
38.9861,-76.9361,17
38.9861,-76.9361,18
38.9861,-76.9361,18
38.9861,-76.9361,18
38.9861,-76.9361,18
38.9861,-76.9361,19
38.9861,-76.9361,20
38.98612738,-76.93731063,15
38.98612738,-76.93731063,15
38.98612738,-76.93731063,17
38.98614,-76.93727,9
38.98617442,-76.93362691,9
38.98617442,-76.93362691,13
38.98617442,-76.93362691,15
38.98617442,-76.93362691,15
38.98617442,-76.93362691,16
38.98617442,-76.93362691,17
38.98617442,-76.93362691,19
38.98617442,-76.93362691,19
38.98617442,-76.93362691,19
38.9862724,-76.9355879,9
38.9862724,-76.9355879,11
38.9862724,-76.9355879,14
38.9862724,-76.9355879,14
38.9862724,-76.9355879,15
38.9862724,-76.9355879,15
38.9862724,-76.9355879,16
38.9862724,-76.9355879,17
38.9862724,-76.9355879,17
38.9862724,-76.9355879,17
38.9862724,-76.9355879,18
38.98629355,-76.93458695,17
38.9863,-76.9354,14
38.9863,-76.9354,17
38.9863,-76.9354,20
38.9863,-76.9354,20
38.98632447,-76.9353595,12
38.98632447,-76.9353595,14
38.98632447,-76.9353595,15
38.98632447,-76.9353595,17
38.98632447,-76.9353595,19
38.98632447,-76.9353595,20
38.98632447,-76.9353595,20
38.98632447,-76.9353595,20
38.98632447,-76.9353595,20
38.9864,-76.9365,19
38.98641869,-76.93396039,17
38.9866,-76.9446,9
38.9866,-76.9446,13
38.9866,-76.9446,15
38.9866,-76.9341,10
38.9866,-76.9341,12
38.9866,-76.9341,14
38.9866,-76.9341,15
38.9866,-76.9341,19
38.98666316,-76.93730709,12
38.986677,-76.939504,11
38.986677,-76.939504,11
38.986677,-76.939504,19
38.986677,-76.939504,20
38.98668747,-76.93953174,10
38.98668747,-76.93953174,10
38.98668747,-76.93953174,10
38.98668747,-76.93953174,12
38.98668747,-76.93953174,13
38.98668747,-76.93953174,13
38.98668747,-76.93953174,14
38.98668747,-76.93953174,15
38.98668747,-76.93953174,15
38.98668747,-76.93953174,16
38.98668747,-76.93953174,19
38.9866978,-76.9446362,10
38.9866978,-76.9446362,10
38.9866978,-76.9446362,11
38.9866978,-76.9446362,12
38.9866978,-76.9446362,12
38.9866978,-76.9446362,12
38.9866978,-76.9446362,13
38.9866978,-76.9446362,13
38.9866978,-76.9446362,13
38.9866978,-76.9446362,14
38.9866978,-76.9446362,14
38.9866978,-76.9446362,16
38.9866978,-76.9446362,16
38.9866978,-76.9446362,16
38.9866978,-76.9446362,16
38.9866978,-76.9446362,16
38.9866978,-76.9446362,16
38.9866978,-76.9446362,16
38.9866978,-76.9446362,16
38.9866978,-76.9446362,16
38.9866978,-76.9446362,17
38.9866978,-76.9446362,17
38.9866978,-76.9446362,17
38.9866978,-76.9446362,17
38.9866978,-76.9446362,17
38.9866978,-76.9446362,17
38.9866978,-76.9446362,18
38.9866978,-76.9446362,18
38.9866978,-76.9446362,18
38.9866978,-76.9446362,19
38.9866978,-76.9446362,19
38.9867,-76.9461,17
38.9867,-76.9461,19
38.9867,-76.946,18
38.9867,-76.946,19
38.9867,-76.946,20
38.9867,-76.9446,9
38.9867,-76.9446,11
38.9867,-76.9446,14
38.9867,-76.9446,15
38.9867,-76.9446,15
38.9867,-76.9446,16
38.9867,-76.9446,18
38.9867,-76.9446,19
38.9867,-76.9419,12
38.9867,-76.9419,13
38.9867,-76.9419,17
38.9867,-76.9419,17
38.9867,-76.9395,13
38.9867,-76.9395,14
38.9867,-76.9395,14
38.9867,-76.9395,16
38.9867,-76.9395,20
38.9867,-76.9373,11
38.9867,-76.9373,13
38.98671,-76.9395,17
38.9867172,-76.9469544,11
38.9867172,-76.9469544,12
38.9867172,-76.9469544,16
38.98673036,-76.94606709,10
38.98673036,-76.94606709,11
38.98673036,-76.94606709,12
38.98673036,-76.94606709,13
38.98673036,-76.94606709,16
38.98673036,-76.94606709,18
38.98674852,-76.94458305,9
38.98674852,-76.94458305,11
38.98674852,-76.94458305,12
38.98674852,-76.94458305,12
38.98674852,-76.94458305,12
38.98674852,-76.94458305,13
38.98674852,-76.94458305,14
38.98674852,-76.94458305,16
38.98674852,-76.94458305,19
38.98674852,-76.94458305,19
38.98677,-76.94601,9
38.98677,-76.94601,15
38.9868,-76.94455,9
38.9868,-76.94455,9
38.9868,-76.94455,9
38.9868,-76.94455,11
38.9868,-76.94455,12
38.9868,-76.94455,12
38.9868,-76.94455,12
38.9868,-76.94455,13
38.9868,-76.94455,13
38.9868,-76.94455,15
38.9868,-76.94455,16
38.9868,-76.94455,19
38.9868,-76.94455,20
38.9868,-76.9395,18
38.9868,-76.9395,19
38.9868271,-76.9418903,10
38.9868271,-76.9418903,11
38.9868271,-76.9418903,11
38.9868271,-76.9418903,11
38.9868271,-76.9418903,12
38.9868271,-76.9418903,12
38.9868271,-76.9418903,13
38.9868271,-76.9418903,13
38.9868271,-76.9418903,13
38.9868271,-76.9418903,15
38.9868271,-76.9418903,16
38.9868271,-76.9418903,17
38.9868271,-76.9418903,17
38.9868271,-76.9418903,17
38.9868271,-76.9418903,18
38.98686027,-76.94193197,13
38.98686027,-76.94193197,14
38.98686027,-76.94193197,15
38.98688648,-76.94357013,11
38.98688648,-76.94357013,11
38.98688648,-76.94357013,13
38.98688648,-76.94357013,14
38.98688648,-76.94357013,15
38.98688648,-76.94357013,16
38.9868958,-76.9435558,9
38.9868958,-76.9435558,11
38.9868958,-76.9435558,11
38.9868958,-76.9435558,11
38.9868958,-76.9435558,12
38.9868958,-76.9435558,12
38.9868958,-76.9435558,12
38.9868958,-76.9435558,12
38.9868958,-76.9435558,13
38.9868958,-76.9435558,13
38.9868958,-76.9435558,13
38.9868958,-76.9435558,13
38.9868958,-76.9435558,13
38.9868958,-76.9435558,14
38.9868958,-76.9435558,15
38.9868958,-76.9435558,15
38.9868958,-76.9435558,16
38.9868958,-76.9435558,16
38.9868958,-76.9435558,17
38.9868958,-76.9435558,19
38.9868958,-76.9435558,20
38.9869,-76.9456,12
38.9869,-76.9456,17
38.9869,-76.9456,17
38.9869,-76.9456,18
38.9869,-76.9456,18
38.9869,-76.9456,20
38.9869,-76.9436,11
38.9869,-76.9436,15
38.9869,-76.9436,15
38.9869,-76.9436,15
38.9869,-76.9436,18
38.9869,-76.9436,19
38.9869,-76.9419,9
38.9869,-76.9419,9
38.9869,-76.9419,13
38.9869,-76.9419,16
38.9869456,-76.94559536,12
38.9869456,-76.94559536,14
38.9869456,-76.94559536,17
38.9869529,-76.945649,9
38.9869529,-76.945649,9
38.9869529,-76.945649,12
38.9869529,-76.945649,15
38.9869529,-76.945649,17
38.9869529,-76.945649,18
38.9869529,-76.945649,20
38.98698664,-76.93391921,13
38.98698664,-76.93391921,16
38.98699,-76.94557,16
38.98699,-76.94557,19
38.987,-76.9344,16
38.987,-76.9344,18
38.98700596,-76.93569568,14
38.98700596,-76.93569568,19
38.9870499,-76.9406748,9
38.9870499,-76.9406748,10
38.9870499,-76.9406748,11
38.9870499,-76.9406748,11
38.9870499,-76.9406748,11
38.9870499,-76.9406748,12
38.9870499,-76.9406748,12
38.9870499,-76.9406748,12
38.9870499,-76.9406748,12
38.9870499,-76.9406748,13
38.9870499,-76.9406748,13
38.9870499,-76.9406748,13
38.9870499,-76.9406748,13
38.9870499,-76.9406748,13
38.9870499,-76.9406748,14
38.9870499,-76.9406748,16
38.9870499,-76.9406748,16
38.9870499,-76.9406748,17
38.9870499,-76.9406748,17
38.9870499,-76.9406748,18
38.98707,-76.94321,15
38.98707,-76.94321,17
38.98708,-76.94062,9
38.98708,-76.94062,13
38.98708,-76.94062,17
38.98708139,-76.94064324,11
38.98708139,-76.94064324,11
38.98708139,-76.94064324,13
38.98708139,-76.94064324,18
38.98708139,-76.94064324,20
38.9871,-76.9431,12
38.9871,-76.9431,12
38.9871,-76.9431,12
38.9871,-76.9431,13
38.9871,-76.9431,13
38.9871,-76.9431,14
38.9871,-76.9431,16
38.9871,-76.9431,19
38.9871,-76.9406,9
38.9871,-76.9406,10
38.9871,-76.9406,12
38.9871,-76.9406,12
38.9871,-76.9406,13
38.9871,-76.9406,15
38.9871,-76.9405,14
38.9871,-76.9358,18
38.98719777,-76.94466903,12
38.98719777,-76.94466903,12
38.98719777,-76.94466903,13
